#CODE;RUSSIAN;x
INSULT_PIGFACE;хрюшка;x #child
convince_to_straighten_up_desc;Попытаться убедить человека по имени §Y[This.GetBestName]§! исправить свой поступок. Нет никакой гарантии, что это поможет, но наличие развитого навыка "Образованность", "Дипломатия" или "Интрига" поспособствует успеху. К тому же, если [This.GetSheHe] перед Вами в долгу, Вы можете [This.GetHersHis] вынудить.;x
EVTOPTE91351;Пора напомнить [From.GetHerHim] кое о чём.;x
EVTOPTE91351_TOOLTIP;§Y[From.GetTitledFirstName]§! передо мной в долгу, я могу заставить [From.GetHersHis] отказаться от своих пороков.\n;x
EVTDESC_91378;М[From.GetOyaOy] [From.GetRootRelation] [From.GetTitledFirstName] не рад[From.GetEndA] моему отказу, но мне-то что? Тем не менее, [From.GetSheHe] напомнил[From.GetEndA], что я в долгу перед н[From.GetEyIm]...;x
EVTOPTA91378;Похоже, у меня нет выбора.;x
EVTDESC_91379;Наконец-то м[From.GetOyaOy] [From.GetRootRelation] [From.GetTitledFirstName] прислуша[From.GetLasLsya] к голосу разума и пообещал[From.GetEndA] изменить свою жизнь.;x
EVTOPTA91379;И не прекрасная новость.;x
successful_treatment;Успешное исцеление;x
EVTDSC_RIP_11067;[From.GetTitledFirstName], мой придворный лекарь, волнуется о здоровье мое[sickly_infant.GetYGo] новорождённ[sickly_infant.GetOyOgo] [sickly_infant.GetSonDaughterGEN]. [sickly_infant.GetFirstName] совсем слабеньк[sickly_infant.GetAyaIy] даже в сравнении с другими младенцами. [From.GetFirstName] сказал[From.GetEndA], что [sickly_infant.GetSheHe] может не дожить до празднования своего первого дня рождения.;x
EVTOPTA_RIP_11067;[From.GetTitledFirstName], пожалуйста, спасите [sickly_infant.GetHersHis]!;x
EVTOPTA_RIP_11067_TOOLTIP;Пусть §Y[From.GetTitledFirstName]§! сделает всё возможное, чтобы вылечить мо[sickly_infant.GetYuEgo] [sickly_infant.GetSonDaughterACC].;x
EVTOPTB_RIP_11067;Такова жизнь. Выживает сильнейший.;x
EVTOPTB_RIP_11067_TOOLTIP;§Y[sickly_infant.GetTitledFirstName]§! не станет лечить мо[sickly_infant.GetYuEgo] [sickly_infant.GetSonDaughter][sickly_infant.GetEndAOpp].;x
EVTDSC_RIP_11069;Похоже, лечение, каково бы оно ни было, помогает! [From.GetTitledFirstName] справи[From.GetLasLsya]! Маленьк[sickly_infant.GetAyaIy] [sickly_infant.GetFirstName] чувствует себя гораздо лучше. [sickly_infant.GetSheHeCap] быстро навёрстывает упущенное и уже почти не отличается от других младенцев.;x
EVTOPTA_RIP_11069;Прекрасная новость!;x
EVTDSC_RIP_11070;Маленьк[sickly_infant.GetAyaIy] [sickly_infant.GetFirstName] ещё слаб[sickly_infant.GetEndA], но всё же чувствует себя гораздо лучше чем пару недель назад. Похоже, худшее уже позади.;x
EVTOPTA_RIP_11070;Спасибо, [From.GetFirstName], что дали мо[sickly_infant.GetHerHim] [sickly_infant.GetSonDaughterDAT] второй шанс.;x
EVTDSC_RIP_11071;Что бы [From.GetTitledFirstName] не делал[From.GetEndA], маленьк[sickly_infant.GetAyaIy] [sickly_infant.GetFirstName] остаётся так[sickly_infant.GetOyIm] же слаб[sickly_infant.GetOyYm] и болезненн[sickly_infant.GetOyYm]. [sickly_infant.GetHersHisCap] сдавленные крики... не знаю, сколько я ещё смогу это выдерживать.;x
EVTOPTA_RIP_11071;За что я только плачу это[From.GetYMu] шарлатан[From.GetKeU]?!;x
EVTOPTA_RIP_11071_TOOLTIP;§Y[From.GetTitledFirstName]§! не смог[From.GetNoneE] вылечить мо[sickly_infant.GetYuEgo] [sickly_infant.GetSonDaughter][sickly_infant.GetEndAOpp].;x
EVTDSC_RIP_11073;М[From.GetOyaOy] [From.GetSonDaughter] [From.GetFirstName] сегодня сделал[From.GetEndA] свой последний вздох. Это хрупкое маленькое существо не было создано для нашего сурового мира.;x
EVTOPTA_RIP_11073;Теперь [From.GetSheHe] наш[From.GetLaYol] покой в лучшем месте...;x
EVTDESC_RIP_4030;Мой придворный лекарь [physician.GetTitledFirstName] подели[physician.GetLasLsya] со мной своими идеями. Не мне судить, но, возможно, [physician.GetSheHe] и правда на пороге нового открытия. [physician.GetSheHeCap] хочет написать книгу по медицине и попросил[physician.GetEndA] меня профинансировать [physician.GetHersHis] исследования.;x
EVTOPTA_RIP_4030;Это может быть полезным.;x
EVTOPTA_RIP_4030_TOOLTIP;§Y[physician.GetTitledFirstName]§! нуждается в моей поддержке и получит её.\n;x
EVTOPTB_RIP_4030;Но я ведь и так плачу [physician.GetHerHim], разве нет?;x
EVTOPTB_RIP_4030_TOOLTIP;§Y[physician.GetTitledFirstName]§! не получит от меня денег.\n;x
EVTDESC_RIP_4031;М[From.GetOyaOy] [From.GetLordLady] [From.GetTitledFirstName] любезно предложил[From.GetEndA] мне своё покровительство. Я получу от н[From.GetHersHis] крупную сумму денег на свои медицинские исследования, а [From.GetSheHe] в свою очередь ожидает, я напишу об этом книгу.;x
